date,route,train_type,bookings,holiday_multiplier,weekly_multiplier,yearly_growth,covid_factor,is_weekend,day_of_week,month,year,Date,Route,TrainType,Bookings,IsHoliday,IsWeekend,DayOfWeek,Month,Year
2025-11-26,Jakarta-Cirebon,Bisnis,696.0,1.0,1.0,1.05,1.05,False,3.0,11.0,2025.0,,,,,,,,,
2025-11-26,Jakarta-Cirebon,Ekonomi,795.0,1.0,1.0,1.05,1.05,False,3.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Surabaya,Eksekutif,981.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Surabaya,Bisnis,1373.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Surabaya,Ekonomi,1569.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Yogyakarta,Eksekutif,585.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Yogyakarta,Bisnis,818.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Yogyakarta,Ekonomi,935.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Bandung,Eksekutif,1220.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Bandung,Bisnis,1708.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Bandung,Ekonomi,1952.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Semarang,Eksekutif,427.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Semarang,Bisnis,598.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Semarang,Ekonomi,684.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Solo,Eksekutif,384.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Solo,Bisnis,537.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Solo,Ekonomi,614.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Surabaya-Malang,Eksekutif,395.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Surabaya-Malang,Bisnis,552.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Surabaya-Malang,Ekonomi,631.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Bandung-Yogyakarta,Eksekutif,237.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Bandung-Yogyakarta,Bisnis,332.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Bandung-Yogyakarta,Ekonomi,380.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Cirebon,Eksekutif,455.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Cirebon,Bisnis,637.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-27,Jakarta-Cirebon,Ekonomi,728.0,1.0,1.0,1.05,1.05,False,4.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Surabaya,Eksekutif,2080.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Surabaya,Bisnis,2912.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Surabaya,Ekonomi,3328.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Yogyakarta,Eksekutif,1309.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Yogyakarta,Bisnis,1833.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Yogyakarta,Ekonomi,2095.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Bandung,Eksekutif,2252.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Bandung,Bisnis,3152.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Bandung,Ekonomi,3603.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Semarang,Eksekutif,1539.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Semarang,Bisnis,2155.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Semarang,Ekonomi,2463.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Solo,Eksekutif,1185.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Solo,Bisnis,1658.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Solo,Ekonomi,1895.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Surabaya-Malang,Eksekutif,879.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Surabaya-Malang,Bisnis,1230.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Surabaya-Malang,Ekonomi,1406.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Bandung-Yogyakarta,Eksekutif,687.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Bandung-Yogyakarta,Bisnis,962.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Bandung-Yogyakarta,Ekonomi,1099.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Cirebon,Eksekutif,833.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Cirebon,Bisnis,1166.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-28,Jakarta-Cirebon,Ekonomi,1332.0,1.0,2.2,1.05,1.05,False,5.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Surabaya,Eksekutif,1386.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Surabaya,Bisnis,1940.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Surabaya,Ekonomi,2217.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Yogyakarta,Eksekutif,2241.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Yogyakarta,Bisnis,3137.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Yogyakarta,Ekonomi,3586.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Bandung,Eksekutif,1433.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Bandung,Bisnis,2006.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Bandung,Ekonomi,2292.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Semarang,Eksekutif,853.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Semarang,Bisnis,1195.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Semarang,Ekonomi,1365.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Solo,Eksekutif,696.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Solo,Bisnis,974.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Solo,Ekonomi,1113.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Surabaya-Malang,Eksekutif,378.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Surabaya-Malang,Bisnis,529.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Surabaya-Malang,Ekonomi,605.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Bandung-Yogyakarta,Eksekutif,347.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Bandung-Yogyakarta,Bisnis,485.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Bandung-Yogyakarta,Ekonomi,555.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Cirebon,Eksekutif,1252.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Cirebon,Bisnis,1752.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-29,Jakarta-Cirebon,Ekonomi,2002.0,1.0,1.4,1.05,1.05,True,6.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Surabaya,Eksekutif,1314.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Surabaya,Bisnis,1839.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Surabaya,Ekonomi,2102.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Yogyakarta,Eksekutif,1060.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Yogyakarta,Bisnis,1484.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Yogyakarta,Ekonomi,1696.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Bandung,Eksekutif,2325.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Bandung,Bisnis,3255.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Bandung,Ekonomi,3720.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Semarang,Eksekutif,986.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Semarang,Bisnis,1381.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Semarang,Ekonomi,1578.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Solo,Eksekutif,1418.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Solo,Bisnis,1984.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Solo,Ekonomi,2268.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Surabaya-Malang,Eksekutif,576.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Surabaya-Malang,Bisnis,806.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Surabaya-Malang,Ekonomi,921.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Bandung-Yogyakarta,Eksekutif,504.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Bandung-Yogyakarta,Bisnis,706.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Bandung-Yogyakarta,Ekonomi,806.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Cirebon,Eksekutif,787.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Cirebon,Bisnis,1102.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-11-30,Jakarta-Cirebon,Ekonomi,1259.0,1.0,2.0,1.05,1.05,True,0.0,11.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Surabaya,Eksekutif,740.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Surabaya,Bisnis,1036.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Surabaya,Ekonomi,1184.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Yogyakarta,Eksekutif,596.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Yogyakarta,Bisnis,834.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Yogyakarta,Ekonomi,953.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Bandung,Eksekutif,941.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Bandung,Bisnis,1317.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Bandung,Ekonomi,1505.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Semarang,Eksekutif,484.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Semarang,Bisnis,677.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Semarang,Ekonomi,774.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Solo,Eksekutif,565.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Solo,Bisnis,791.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Solo,Ekonomi,904.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Surabaya-Malang,Eksekutif,296.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Surabaya-Malang,Bisnis,414.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Surabaya-Malang,Ekonomi,473.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Bandung-Yogyakarta,Eksekutif,293.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Bandung-Yogyakarta,Bisnis,411.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Bandung-Yogyakarta,Ekonomi,469.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Cirebon,Eksekutif,319.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Cirebon,Bisnis,447.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-01,Jakarta-Cirebon,Ekonomi,510.0,1.0,1.0,1.05,1.05,False,1.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Surabaya,Eksekutif,660.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Surabaya,Bisnis,923.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Surabaya,Ekonomi,1055.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Yogyakarta,Eksekutif,537.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Yogyakarta,Bisnis,751.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Yogyakarta,Ekonomi,859.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Bandung,Eksekutif,879.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Bandung,Bisnis,1230.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Bandung,Ekonomi,1406.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Semarang,Eksekutif,607.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Semarang,Bisnis,850.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Semarang,Ekonomi,971.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Solo,Eksekutif,473.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Solo,Bisnis,662.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Solo,Ekonomi,756.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Surabaya-Malang,Eksekutif,299.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Surabaya-Malang,Bisnis,418.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Surabaya-Malang,Ekonomi,478.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Bandung-Yogyakarta,Eksekutif,282.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Bandung-Yogyakarta,Bisnis,395.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Bandung-Yogyakarta,Ekonomi,452.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Cirebon,Eksekutif,410.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Cirebon,Bisnis,573.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-02,Jakarta-Cirebon,Ekonomi,655.0,1.0,1.0,1.05,1.05,False,2.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Surabaya,Eksekutif,576.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Surabaya,Bisnis,806.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Surabaya,Ekonomi,921.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Yogyakarta,Eksekutif,702.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Yogyakarta,Bisnis,982.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Yogyakarta,Ekonomi,1123.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Bandung,Eksekutif,875.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Bandung,Bisnis,1225.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Bandung,Ekonomi,1400.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Semarang,Eksekutif,467.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Semarang,Bisnis,654.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Semarang,Ekonomi,748.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Solo,Eksekutif,439.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Solo,Bisnis,615.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Solo,Ekonomi,702.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Surabaya-Malang,Eksekutif,337.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Surabaya-Malang,Bisnis,471.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Surabaya-Malang,Ekonomi,538.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Bandung-Yogyakarta,Eksekutif,316.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Bandung-Yogyakarta,Bisnis,442.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Bandung-Yogyakarta,Ekonomi,505.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Cirebon,Eksekutif,1276.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Cirebon,Bisnis,1786.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-03,Jakarta-Cirebon,Ekonomi,2041.0,1.0,1.0,1.05,1.05,False,3.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Surabaya,Eksekutif,866.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Surabaya,Bisnis,1212.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Surabaya,Ekonomi,1385.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Yogyakarta,Eksekutif,699.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Yogyakarta,Bisnis,978.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Yogyakarta,Ekonomi,1118.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Bandung,Eksekutif,989.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Bandung,Bisnis,1384.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Bandung,Ekonomi,1582.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Semarang,Eksekutif,474.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Semarang,Bisnis,664.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Semarang,Ekonomi,759.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Solo,Eksekutif,540.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Solo,Bisnis,755.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Solo,Ekonomi,863.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Surabaya-Malang,Eksekutif,322.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Surabaya-Malang,Bisnis,450.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Surabaya-Malang,Ekonomi,515.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Bandung-Yogyakarta,Eksekutif,255.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Bandung-Yogyakarta,Bisnis,357.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Bandung-Yogyakarta,Ekonomi,408.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Cirebon,Eksekutif,463.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Cirebon,Bisnis,649.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-04,Jakarta-Cirebon,Ekonomi,741.0,1.0,1.0,1.05,1.05,False,4.0,12.0,2025.0,,,,,,,,,
2025-12-05,Jakarta-Surabaya,Eksekutif,1672.0,1.0,2.2,1.05,1.05,False,5.0,12.0,2025.0,,,,,,,,,
2025-12-05,Jakarta-Surabaya,Bisnis,2340.0,1.0,2.2,1.05,1.05,False,5.0,12.0,2025.0,,,,,,,,,
2025-12-05,Jakarta-Surabaya,Ekonomi,2674.0,1.0,2.2,1.05,1.05,False,5.0,12.0,2025.0,,,,,,,,,
2025-12-05,Jakarta-Yogyakarta,Eksekutif,1151.0,1.0,2.2,1.05,1.05,False,5.0,12.0,2025.0,,,,,,,,,
2025-12-05,Jakarta-Yogyakarta,Bisnis,1611.0,1.0,2.2,1.05,1.05,False,5.0,12.0,2025.0,,,,,,,,,
